Participant_ID,Cycle_Phase,Craving_Type,Craved_Food_Item,Craving_Intensity,Craving_Frequency,Preferred_Action_When_Craving
P3801,Ovulation,None,None,1,Often,Eat
P3802,Ovulation,Salty,Nuts,10,Sometimes,Go Out
P3803,Luteal,Sweet,Ice Cream,8,Always,Eat
P3804,Ovulation,Sweet,Ice Cream,3,Always,Rest
P3805,Ovulation,Sweet,Cookies,7,Often,Rest
P3806,Menstrual,Spicy,Tacos,6,Always,Eat
P3807,Menstrual,Salty,Nuts,10,Often,Eat
P3808,Ovulation,Salty,Chips,6,Often,Rest
P3809,Follicular,Sweet,Ice Cream,8,Always,Go Out
P3810,Follicular,Spicy,Tacos,4,Rare,Go Out
P3811,Follicular,Fatty,Cheese,4,Sometimes,Go Out
P3812,Ovulation,None,None,3,Sometimes,Eat
P3813,Luteal,Sweet,Ice Cream,1,Often,Rest
P3814,Ovulation,Sweet,Ice Cream,10,Always,Watch Movie
P3815,Luteal,Spicy,Tacos,3,Often,Watch Movie
P3816,Luteal,Fatty,Fries,1,Often,Watch Movie
P3817,Ovulation,Fatty,Fries,6,Sometimes,Watch Movie
P3818,Ovulation,Sweet,Cookies,8,Rare,Eat
P3819,Luteal,Fatty,Burger,3,Sometimes,Eat
P3820,Ovulation,Spicy,Tacos,4,Often,Eat
P3821,Luteal,Sweet,Cake,5,Sometimes,Watch Movie
P3822,Luteal,Fatty,Cheese,7,Often,Go Out
P3823,Menstrual,None,None,6,Always,Go Out
P3824,Ovulation,Sweet,Candy,2,Always,Go Out
P3825,Menstrual,Sweet,Candy,7,Sometimes,Go Out
P3826,Follicular,Sweet,Cake,8,Always,Watch Movie
P3827,Ovulation,Sweet,Chocolate,1,Sometimes,Watch Movie
P3828,Follicular,Sweet,Ice Cream,6,Often,Watch Movie
P3829,Luteal,Sweet,Cookies,9,Sometimes,Rest
P3830,Luteal,None,None,7,Sometimes,Go Out
P3831,Luteal,Spicy,Pizza,5,Often,Go Out
P3832,Luteal,None,None,10,Sometimes,Rest
P3833,Menstrual,None,None,10,Rare,Eat
P3834,Luteal,Fatty,Fries,9,Often,Eat
P3835,Ovulation,Salty,Popcorn,2,Rare,Watch Movie
P3836,Menstrual,Fatty,Cheese,7,Sometimes,Rest
P3837,Follicular,Sweet,Ice Cream,9,Sometimes,Watch Movie
P3838,Ovulation,Salty,Nuts,2,Often,Eat
P3839,Ovulation,Fatty,Burger,10,Often,Eat
P3840,Menstrual,Fatty,Fries,6,Sometimes,Rest
P3841,Luteal,Spicy,Pizza,9,Sometimes,Rest
P3842,Luteal,Sweet,Ice Cream,3,Always,Rest
P3843,Menstrual,None,None,8,Often,Eat
P3844,Menstrual,Fatty,Cheese,5,Sometimes,Eat
P3845,Ovulation,None,None,7,Often,Rest
P3846,Ovulation,Spicy,Pizza,3,Sometimes,Rest
P3847,Ovulation,Salty,Nuts,8,Often,Eat
P3848,Follicular,Fatty,Cheese,2,Often,Go Out
P3849,Luteal,Sweet,Cookies,8,Often,Rest
P3850,Follicular,Salty,Popcorn,2,Often,Rest
P3851,Ovulation,Fatty,Fries,7,Often,Eat
P3852,Ovulation,Sweet,Ice Cream,2,Always,Go Out
P3853,Follicular,Sweet,Cake,7,Often,Watch Movie
P3854,Follicular,Sweet,Chocolate,1,Sometimes,Eat
P3855,Luteal,Fatty,Cheese,6,Often,Watch Movie
P3856,Follicular,Sweet,Ice Cream,10,Always,Go Out
P3857,Ovulation,Sweet,Ice Cream,7,Sometimes,Watch Movie
P3858,Menstrual,Fatty,Fries,4,Often,Watch Movie
P3859,Ovulation,Fatty,Fries,1,Sometimes,Go Out
P3860,Ovulation,Sweet,Cake,6,Often,Go Out
P3861,Menstrual,Fatty,Burger,4,Rare,Watch Movie
P3862,Follicular,Spicy,Pizza,3,Often,Watch Movie
P3863,Luteal,Spicy,Spicy Snacks,4,Sometimes,Eat
P3864,Menstrual,Salty,Chips,6,Sometimes,Go Out
P3865,Luteal,Sweet,Cookies,5,Often,Go Out
P3866,Follicular,Spicy,Tacos,2,Always,Watch Movie
P3867,Ovulation,Salty,Nuts,2,Sometimes,Eat
P3868,Follicular,Fatty,Burger,3,Often,Eat
P3869,Menstrual,Fatty,Burger,6,Often,Rest
P3870,Follicular,Spicy,Spicy Snacks,1,Often,Go Out
P3871,Follicular,Sweet,Chocolate,7,Sometimes,Watch Movie
P3872,Luteal,Fatty,Burger,8,Often,Rest
P3873,Menstrual,Sweet,Ice Cream,7,Always,Rest
P3874,Follicular,Sweet,Candy,3,Sometimes,Eat
P3875,Menstrual,Salty,Chips,6,Sometimes,Go Out
P3876,Ovulation,Fatty,Burger,4,Rare,Rest
P3877,Luteal,Sweet,Cookies,5,Sometimes,Go Out
P3878,Follicular,Sweet,Cookies,3,Always,Rest
P3879,Luteal,None,None,5,Sometimes,Watch Movie
P3880,Luteal,Sweet,Cake,6,Often,Go Out
P3881,Ovulation,Sweet,Cookies,8,Sometimes,Watch Movie
P3882,Luteal,Salty,Popcorn,6,Sometimes,Go Out
P3883,Menstrual,Fatty,Burger,9,Rare,Watch Movie
P3884,Ovulation,Sweet,Ice Cream,10,Always,Rest
P3885,Luteal,None,None,10,Often,Watch Movie
P3886,Menstrual,Sweet,Chocolate,10,Sometimes,Eat
P3887,Menstrual,Sweet,Candy,10,Sometimes,Go Out
P3888,Menstrual,Salty,Nuts,4,Rare,Watch Movie
P3889,Follicular,Salty,Chips,2,Sometimes,Go Out
P3890,Luteal,Fatty,Fries,9,Rare,Go Out
P3891,Ovulation,Sweet,Cake,3,Often,Eat
P3892,Ovulation,Sweet,Candy,7,Often,Go Out
P3893,Menstrual,Sweet,Ice Cream,4,Sometimes,Eat
P3894,Luteal,Sweet,Ice Cream,1,Always,Go Out
P3895,Follicular,None,None,8,Always,Watch Movie
P3896,Menstrual,None,None,4,Often,Watch Movie
P3897,Menstrual,Sweet,Cookies,6,Often,Eat
P3898,Ovulation,Sweet,Cake,7,Often,Go Out
P3899,Menstrual,None,None,8,Sometimes,Go Out
P3900,Ovulation,Sweet,Candy,10,Sometimes,Eat
P3901,Menstrual,Sweet,Cookies,2,Always,Watch Movie
P3902,Luteal,Salty,Popcorn,9,Often,Eat
P3903,Luteal,Fatty,Cheese,10,Often,Watch Movie
P3904,Luteal,Sweet,Chocolate,3,Often,Watch Movie
P3905,Ovulation,Salty,Popcorn,1,Often,Rest
P3906,Menstrual,Spicy,Pizza,2,Sometimes,Go Out
P3907,Luteal,Fatty,Cheese,8,Often,Rest
P3908,Luteal,Sweet,Cookies,10,Sometimes,Watch Movie
P3909,Luteal,Fatty,Burger,6,Always,Eat
P3910,Menstrual,Sweet,Candy,1,Often,Watch Movie
P3911,Ovulation,Spicy,Tacos,9,Always,Go Out
P3912,Luteal,Spicy,Spicy Snacks,7,Often,Rest
P3913,Follicular,None,None,10,Often,Eat
P3914,Ovulation,Fatty,Cheese,3,Rare,Eat
P3915,Luteal,Salty,Nuts,7,Often,Watch Movie
P3916,Ovulation,Sweet,Candy,6,Often,Watch Movie
P3917,Menstrual,Spicy,Tacos,3,Rare,Go Out
P3918,Menstrual,None,None,8,Sometimes,Watch Movie
P3919,Ovulation,Sweet,Chocolate,1,Always,Rest
P3920,Luteal,Sweet,Cookies,5,Often,Watch Movie
P3921,Luteal,Sweet,Cookies,8,Often,Watch Movie
P3922,Menstrual,Spicy,Spicy Snacks,3,Always,Eat
P3923,Luteal,Spicy,Tacos,10,Rare,Watch Movie
P3924,Menstrual,Sweet,Ice Cream,6,Often,Go Out
P3925,Follicular,Sweet,Ice Cream,10,Always,Rest
P3926,Follicular,None,None,2,Always,Watch Movie
P3927,Luteal,Sweet,Cake,9,Sometimes,Go Out
P3928,Menstrual,None,None,2,Often,Go Out
P3929,Follicular,Spicy,Spicy Snacks,5,Often,Go Out
P3930,Luteal,Sweet,Cake,3,Often,Rest
P3931,Luteal,Spicy,Pizza,10,Often,Rest
P3932,Menstrual,Sweet,Candy,9,Always,Watch Movie
P3933,Menstrual,Salty,Popcorn,9,Often,Eat
P3934,Menstrual,None,None,7,Sometimes,Watch Movie
P3935,Menstrual,Sweet,Chocolate,10,Sometimes,Go Out
P3936,Menstrual,Sweet,Cookies,5,Sometimes,Go Out
P3937,Luteal,Salty,Nuts,9,Rare,Rest
P3938,Menstrual,Spicy,Spicy Snacks,7,Often,Go Out
P3939,Ovulation,Sweet,Cookies,2,Often,Eat
P3940,Menstrual,Spicy,Pizza,10,Often,Eat
P3941,Luteal,Fatty,Burger,1,Often,Eat
P3942,Luteal,Sweet,Cake,10,Sometimes,Watch Movie
P3943,Luteal,Spicy,Spicy Snacks,10,Rare,Rest
P3944,Luteal,Spicy,Pizza,4,Always,Rest
P3945,Follicular,Sweet,Cookies,10,Always,Eat
P3946,Follicular,Sweet,Cake,8,Often,Go Out
P3947,Follicular,Salty,Popcorn,6,Often,Eat
P3948,Ovulation,Sweet,Cake,2,Sometimes,Rest
P3949,Menstrual,Sweet,Cookies,5,Sometimes,Go Out
P3950,Follicular,Fatty,Fries,9,Sometimes,Eat
P3951,Follicular,Salty,Popcorn,6,Rare,Eat
P3952,Follicular,Sweet,Candy,6,Often,Go Out
P3953,Ovulation,Fatty,Cheese,7,Sometimes,Rest
P3954,Follicular,Salty,Popcorn,5,Sometimes,Eat
P3955,Follicular,Fatty,Cheese,3,Often,Watch Movie
P3956,Ovulation,Sweet,Chocolate,3,Always,Watch Movie
P3957,Follicular,Spicy,Tacos,5,Often,Go Out
P3958,Luteal,Fatty,Fries,4,Often,Rest
P3959,Menstrual,Sweet,Cookies,5,Sometimes,Eat
P3960,Ovulation,Salty,Popcorn,9,Sometimes,Go Out
P3961,Follicular,Salty,Nuts,5,Sometimes,Eat
P3962,Menstrual,Sweet,Candy,4,Often,Rest
P3963,Follicular,Salty,Nuts,4,Sometimes,Go Out
P3964,Follicular,None,None,1,Often,Rest
P3965,Luteal,Sweet,Ice Cream,10,Often,Eat
P3966,Luteal,Salty,Chips,4,Often,Rest
P3967,Ovulation,Salty,Chips,4,Often,Watch Movie
P3968,Follicular,Salty,Nuts,9,Often,Eat
P3969,Luteal,Salty,Chips,4,Often,Rest
P3970,Luteal,Fatty,Burger,7,Sometimes,Watch Movie
P3971,Luteal,Salty,Nuts,1,Often,Eat
P3972,Menstrual,Salty,Chips,7,Sometimes,Eat
P3973,Follicular,Spicy,Pizza,2,Often,Go Out
P3974,Follicular,Spicy,Pizza,8,Sometimes,Watch Movie
P3975,Ovulation,Sweet,Cake,1,Often,Go Out
P3976,Menstrual,Fatty,Burger,10,Always,Rest
P3977,Luteal,Salty,Popcorn,3,Sometimes,Watch Movie
P3978,Luteal,Sweet,Chocolate,8,Often,Rest
P3979,Menstrual,Salty,Popcorn,10,Often,Go Out
P3980,Luteal,Sweet,Chocolate,8,Always,Rest
P3981,Follicular,Sweet,Chocolate,5,Often,Go Out
P3982,Menstrual,None,None,5,Sometimes,Eat
P3983,Follicular,Salty,Popcorn,8,Always,Go Out
P3984,Menstrual,Sweet,Cake,10,Rare,Watch Movie
P3985,Luteal,Sweet,Chocolate,5,Always,Watch Movie
P3986,Ovulation,Salty,Popcorn,9,Sometimes,Rest
P3987,Follicular,Sweet,Ice Cream,1,Often,Go Out
P3988,Menstrual,Sweet,Cake,5,Often,Eat
P3989,Ovulation,Salty,Chips,3,Sometimes,Go Out
P3990,Ovulation,Sweet,Cookies,3,Often,Go Out
P3991,Follicular,Salty,Popcorn,2,Often,Eat
P3992,Menstrual,Fatty,Burger,3,Often,Rest
P3993,Menstrual,None,None,7,Sometimes,Go Out
P3994,Follicular,Sweet,Cookies,8,Sometimes,Go Out
P3995,Ovulation,Spicy,Tacos,8,Sometimes,Eat
P3996,Ovulation,Fatty,Burger,8,Often,Go Out
P3997,Menstrual,Spicy,Pizza,1,Often,Rest
P3998,Menstrual,Sweet,Ice Cream,7,Sometimes,Go Out
P3999,Luteal,Spicy,Tacos,2,Often,Go Out
P4000,Menstrual,Sweet,Cake,10,Sometimes,Go Out
P4001,Follicular,Salty,Chips,4,Often,Eat
P4002,Luteal,Fatty,Burger,5,Sometimes,Go Out
P4003,Menstrual,Fatty,Burger,1,Sometimes,Go Out
P4004,Menstrual,Spicy,Pizza,4,Rare,Watch Movie
P4005,Luteal,Spicy,Pizza,4,Often,Eat
P4006,Luteal,Fatty,Cheese,9,Often,Rest
P4007,Ovulation,Salty,Nuts,9,Often,Rest
P4008,Menstrual,Fatty,Cheese,10,Sometimes,Go Out
P4009,Luteal,None,None,1,Always,Rest
P4010,Menstrual,Salty,Nuts,8,Often,Rest
P4011,Luteal,Sweet,Chocolate,4,Sometimes,Rest
P4012,Ovulation,Spicy,Tacos,4,Always,Go Out
P4013,Menstrual,Sweet,Ice Cream,5,Sometimes,Rest
P4014,Follicular,Fatty,Cheese,2,Sometimes,Go Out
P4015,Menstrual,Fatty,Fries,1,Sometimes,Rest
P4016,Menstrual,Sweet,Cookies,5,Rare,Rest
P4017,Follicular,Sweet,Cookies,7,Sometimes,Go Out
P4018,Menstrual,Sweet,Ice Cream,10,Sometimes,Watch Movie
P4019,Luteal,Sweet,Ice Cream,9,Always,Watch Movie
P4020,Follicular,Salty,Nuts,2,Often,Watch Movie
P4021,Follicular,Sweet,Candy,8,Sometimes,Go Out
P4022,Menstrual,Sweet,Ice Cream,7,Sometimes,Go Out
P4023,Menstrual,Fatty,Burger,2,Rare,Watch Movie
P4024,Ovulation,Sweet,Cookies,5,Sometimes,Rest
P4025,Menstrual,Sweet,Ice Cream,7,Always,Watch Movie
P4026,Ovulation,Salty,Chips,3,Rare,Rest
P4027,Follicular,Spicy,Pizza,2,Sometimes,Go Out
P4028,Luteal,Spicy,Pizza,6,Sometimes,Eat
P4029,Follicular,Spicy,Tacos,10,Always,Watch Movie
P4030,Follicular,Sweet,Ice Cream,6,Always,Eat
P4031,Ovulation,Sweet,Chocolate,4,Sometimes,Watch Movie
P4032,Follicular,Sweet,Chocolate,1,Always,Go Out
P4033,Follicular,None,None,5,Sometimes,Watch Movie
P4034,Ovulation,None,None,1,Sometimes,Rest
P4035,Luteal,Spicy,Pizza,8,Always,Watch Movie
P4036,Ovulation,Fatty,Burger,2,Often,Rest
P4037,Ovulation,Spicy,Spicy Snacks,9,Sometimes,Eat
P4038,Luteal,Sweet,Candy,9,Sometimes,Go Out
P4039,Follicular,Sweet,Candy,3,Sometimes,Rest
P4040,Luteal,Fatty,Burger,6,Rare,Go Out
P4041,Menstrual,Fatty,Cheese,9,Sometimes,Go Out
P4042,Menstrual,Salty,Popcorn,7,Sometimes,Eat
P4043,Ovulation,Salty,Popcorn,4,Often,Go Out
P4044,Menstrual,None,None,3,Sometimes,Eat
P4045,Menstrual,Salty,Nuts,2,Always,Eat
P4046,Menstrual,Fatty,Cheese,10,Often,Eat
P4047,Ovulation,Sweet,Ice Cream,10,Sometimes,Go Out
P4048,Menstrual,Fatty,Fries,1,Sometimes,Watch Movie
P4049,Luteal,None,None,10,Sometimes,Rest
P4050,Luteal,Spicy,Tacos,1,Sometimes,Rest
P4051,Menstrual,Sweet,Candy,4,Rare,Watch Movie
P4052,Luteal,None,None,4,Often,Rest
P4053,Menstrual,Sweet,Candy,9,Sometimes,Watch Movie
P4054,Luteal,Sweet,Chocolate,10,Often,Eat
P4055,Follicular,None,None,1,Sometimes,Watch Movie
P4056,Follicular,Sweet,Cookies,4,Often,Rest
P4057,Follicular,Salty,Chips,3,Often,Watch Movie
P4058,Follicular,None,None,9,Sometimes,Rest
P4059,Menstrual,Fatty,Cheese,5,Often,Rest
P4060,Luteal,Spicy,Spicy Snacks,9,Rare,Rest
P4061,Follicular,Sweet,Cake,10,Often,Eat
P4062,Luteal,Fatty,Burger,6,Often,Eat
P4063,Menstrual,Sweet,Cake,9,Sometimes,Eat
P4064,Menstrual,Fatty,Fries,1,Often,Watch Movie
P4065,Menstrual,None,None,4,Sometimes,Watch Movie
P4066,Menstrual,None,None,4,Sometimes,Go Out
P4067,Luteal,Sweet,Candy,10,Sometimes,Watch Movie
P4068,Ovulation,Sweet,Cookies,10,Sometimes,Rest
P4069,Luteal,Spicy,Spicy Snacks,6,Sometimes,Go Out
P4070,Follicular,Salty,Popcorn,10,Sometimes,Watch Movie
P4071,Follicular,None,None,1,Always,Watch Movie
P4072,Ovulation,Fatty,Fries,10,Often,Watch Movie
P4073,Follicular,Fatty,Fries,5,Often,Go Out
P4074,Menstrual,None,None,3,Often,Eat
P4075,Menstrual,Fatty,Cheese,1,Sometimes,Watch Movie
P4076,Luteal,Salty,Popcorn,6,Sometimes,Eat
P4077,Menstrual,Sweet,Cake,3,Sometimes,Go Out
P4078,Luteal,Fatty,Fries,4,Sometimes,Go Out
P4079,Ovulation,None,None,9,Often,Watch Movie
P4080,Luteal,Spicy,Pizza,2,Often,Watch Movie
P4081,Luteal,Sweet,Cake,1,Often,Go Out
P4082,Follicular,Sweet,Chocolate,10,Sometimes,Watch Movie
P4083,Ovulation,Sweet,Cookies,6,Often,Watch Movie
P4084,Follicular,Sweet,Chocolate,1,Sometimes,Go Out
P4085,Follicular,Sweet,Candy,1,Often,Go Out
P4086,Ovulation,Sweet,Ice Cream,7,Often,Watch Movie
P4087,Follicular,Salty,Chips,2,Often,Rest
P4088,Ovulation,Salty,Popcorn,4,Often,Rest
P4089,Menstrual,None,None,4,Often,Go Out
P4090,Luteal,None,None,2,Often,Rest
P4091,Luteal,Sweet,Candy,6,Sometimes,Eat
P4092,Menstrual,Spicy,Pizza,10,Sometimes,Go Out
P4093,Ovulation,Fatty,Fries,2,Rare,Go Out
P4094,Menstrual,Salty,Chips,8,Often,Watch Movie
P4095,Menstrual,None,None,4,Always,Go Out
P4096,Follicular,Fatty,Fries,1,Sometimes,Go Out
P4097,Luteal,Sweet,Chocolate,7,Always,Eat
P4098,Luteal,Sweet,Ice Cream,6,Often,Go Out
P4099,Ovulation,Spicy,Spicy Snacks,6,Often,Rest
P4100,Follicular,Sweet,Ice Cream,3,Sometimes,Watch Movie
P4101,Menstrual,Spicy,Pizza,10,Sometimes,Eat
P4102,Ovulation,Salty,Popcorn,7,Always,Eat
P4103,Follicular,Spicy,Spicy Snacks,6,Sometimes,Eat
P4104,Luteal,Spicy,Spicy Snacks,10,Often,Watch Movie
P4105,Luteal,Fatty,Fries,10,Sometimes,Rest
P4106,Follicular,Spicy,Tacos,9,Sometimes,Watch Movie
P4107,Luteal,Fatty,Burger,3,Often,Eat
P4108,Menstrual,Sweet,Cake,3,Always,Eat
P4109,Menstrual,Salty,Chips,4,Sometimes,Rest
P4110,Ovulation,Fatty,Fries,3,Sometimes,Eat
P4111,Luteal,Sweet,Ice Cream,4,Sometimes,Rest
P4112,Ovulation,Sweet,Cake,6,Rare,Go Out
P4113,Luteal,Fatty,Burger,1,Often,Eat
P4114,Menstrual,Sweet,Candy,2,Rare,Rest
P4115,Ovulation,Salty,Chips,10,Sometimes,Eat
P4116,Follicular,Spicy,Spicy Snacks,6,Always,Watch Movie
P4117,Follicular,Sweet,Cookies,6,Always,Go Out
P4118,Luteal,Fatty,Cheese,1,Sometimes,Go Out
P4119,Luteal,Sweet,Candy,6,Often,Rest
P4120,Ovulation,Salty,Popcorn,9,Often,Eat
P4121,Follicular,Sweet,Cake,8,Always,Rest
P4122,Ovulation,Sweet,Cake,10,Sometimes,Rest
P4123,Ovulation,Sweet,Cake,5,Sometimes,Eat
P4124,Ovulation,Salty,Chips,4,Sometimes,Watch Movie
P4125,Menstrual,Salty,Popcorn,6,Rare,Watch Movie
P4126,Ovulation,Sweet,Ice Cream,5,Always,Watch Movie
P4127,Follicular,Fatty,Cheese,6,Rare,Go Out
P4128,Luteal,Salty,Nuts,10,Sometimes,Watch Movie
P4129,Follicular,Sweet,Ice Cream,3,Often,Go Out
P4130,Luteal,None,None,7,Often,Eat
P4131,Ovulation,Sweet,Chocolate,8,Often,Eat
P4132,Luteal,None,None,5,Often,Watch Movie
P4133,Follicular,Sweet,Cake,5,Sometimes,Go Out
P4134,Menstrual,None,None,4,Rare,Eat
P4135,Menstrual,Fatty,Cheese,10,Always,Eat
P4136,Ovulation,Fatty,Burger,5,Often,Go Out
P4137,Menstrual,Sweet,Ice Cream,10,Often,Eat
P4138,Menstrual,Spicy,Pizza,8,Often,Watch Movie
P4139,Ovulation,None,None,5,Always,Rest
P4140,Luteal,Sweet,Candy,9,Often,Go Out
P4141,Luteal,Salty,Chips,1,Always,Rest
P4142,Menstrual,Sweet,Ice Cream,7,Sometimes,Watch Movie
P4143,Ovulation,Sweet,Candy,5,Always,Go Out
P4144,Luteal,Salty,Popcorn,4,Rare,Go Out
P4145,Menstrual,Fatty,Burger,3,Always,Watch Movie
P4146,Ovulation,Salty,Chips,10,Often,Watch Movie
P4147,Luteal,Sweet,Candy,7,Often,Watch Movie
P4148,Ovulation,Sweet,Cookies,2,Rare,Eat
P4149,Ovulation,Sweet,Ice Cream,5,Sometimes,Go Out
P4150,Luteal,Salty,Popcorn,2,Often,Watch Movie
P4151,Luteal,Salty,Chips,7,Always,Go Out
P4152,Follicular,Fatty,Burger,6,Sometimes,Eat
P4153,Luteal,Salty,Nuts,10,Rare,Watch Movie
P4154,Follicular,Sweet,Candy,7,Often,Watch Movie
P4155,Ovulation,Sweet,Chocolate,9,Sometimes,Go Out
P4156,Menstrual,Sweet,Cake,2,Always,Go Out
P4157,Ovulation,Spicy,Pizza,9,Sometimes,Rest
P4158,Ovulation,None,None,7,Sometimes,Eat
P4159,Luteal,Sweet,Chocolate,2,Always,Watch Movie
P4160,Follicular,Sweet,Candy,10,Rare,Watch Movie
P4161,Ovulation,Sweet,Cookies,2,Rare,Watch Movie
P4162,Menstrual,Sweet,Chocolate,4,Always,Watch Movie
P4163,Luteal,Sweet,Chocolate,2,Often,Go Out
P4164,Ovulation,Sweet,Cookies,1,Sometimes,Go Out
P4165,Ovulation,Salty,Nuts,6,Always,Watch Movie
P4166,Menstrual,Sweet,Chocolate,10,Sometimes,Rest
P4167,Ovulation,Salty,Chips,5,Always,Go Out
P4168,Luteal,Salty,Nuts,3,Often,Watch Movie
P4169,Menstrual,Spicy,Spicy Snacks,1,Often,Eat
P4170,Menstrual,None,None,9,Always,Watch Movie
P4171,Follicular,Sweet,Ice Cream,8,Always,Rest
P4172,Luteal,Spicy,Tacos,6,Always,Rest
P4173,Ovulation,Sweet,Ice Cream,6,Often,Eat
P4174,Menstrual,None,None,4,Sometimes,Watch Movie
P4175,Ovulation,Spicy,Spicy Snacks,2,Sometimes,Rest
P4176,Follicular,Spicy,Spicy Snacks,4,Often,Eat
P4177,Luteal,Fatty,Fries,2,Always,Rest
P4178,Follicular,Spicy,Tacos,7,Sometimes,Go Out
P4179,Follicular,Sweet,Chocolate,9,Often,Rest
P4180,Ovulation,Sweet,Candy,2,Often,Rest
P4181,Ovulation,Spicy,Tacos,9,Sometimes,Rest
P4182,Follicular,Fatty,Cheese,9,Rare,Go Out
P4183,Follicular,Sweet,Candy,8,Often,Go Out
P4184,Follicular,Sweet,Ice Cream,1,Sometimes,Rest
P4185,Ovulation,Spicy,Tacos,5,Sometimes,Go Out
P4186,Menstrual,Fatty,Cheese,10,Often,Go Out
P4187,Luteal,Salty,Chips,4,Often,Eat
P4188,Ovulation,Spicy,Tacos,7,Always,Rest
P4189,Menstrual,Sweet,Cookies,8,Often,Eat
P4190,Luteal,Sweet,Chocolate,10,Sometimes,Eat
P4191,Menstrual,None,None,8,Rare,Eat
P4192,Ovulation,Sweet,Cake,2,Rare,Watch Movie
P4193,Menstrual,Salty,Chips,3,Rare,Watch Movie
P4194,Luteal,Spicy,Tacos,10,Rare,Rest
P4195,Ovulation,Fatty,Cheese,10,Always,Go Out
P4196,Follicular,Sweet,Ice Cream,7,Sometimes,Go Out
P4197,Menstrual,Fatty,Burger,4,Sometimes,Watch Movie
P4198,Follicular,Salty,Popcorn,6,Often,Watch Movie
P4199,Menstrual,Spicy,Spicy Snacks,8,Sometimes,Eat
P4200,Ovulation,Sweet,Cookies,8,Often,Rest
P4201,Follicular,Fatty,Burger,7,Sometimes,Watch Movie
P4202,Luteal,Salty,Nuts,2,Always,Eat
P4203,Ovulation,Fatty,Burger,2,Always,Watch Movie
P4204,Ovulation,Salty,Nuts,3,Rare,Rest
P4205,Follicular,Salty,Popcorn,4,Always,Eat
P4206,Luteal,Salty,Popcorn,1,Often,Eat
P4207,Menstrual,Fatty,Burger,5,Sometimes,Watch Movie
P4208,Menstrual,Sweet,Ice Cream,7,Often,Eat
P4209,Follicular,Salty,Popcorn,10,Always,Rest
P4210,Menstrual,Sweet,Candy,5,Often,Go Out
P4211,Follicular,Sweet,Cake,7,Often,Watch Movie
P4212,Follicular,Fatty,Cheese,5,Often,Eat
P4213,Ovulation,Spicy,Tacos,10,Often,Go Out
P4214,Menstrual,Sweet,Candy,8,Sometimes,Rest
P4215,Luteal,Sweet,Cookies,7,Often,Eat
P4216,Luteal,Salty,Popcorn,1,Often,Rest
P4217,Ovulation,Salty,Chips,1,Always,Watch Movie
P4218,Follicular,Sweet,Candy,5,Always,Go Out
P4219,Ovulation,Sweet,Chocolate,2,Often,Eat
P4220,Luteal,Sweet,Cookies,9,Often,Eat
P4221,Luteal,Fatty,Burger,2,Sometimes,Rest
P4222,Menstrual,Sweet,Chocolate,9,Sometimes,Eat
P4223,Luteal,Salty,Popcorn,10,Sometimes,Eat
P4224,Luteal,Spicy,Tacos,2,Often,Eat
P4225,Luteal,Sweet,Cookies,4,Often,Eat
P4226,Menstrual,Sweet,Cookies,3,Often,Rest
P4227,Menstrual,Spicy,Tacos,6,Often,Go Out
P4228,Follicular,Salty,Nuts,4,Often,Go Out
P4229,Menstrual,Fatty,Fries,9,Always,Go Out
P4230,Menstrual,Salty,Popcorn,9,Sometimes,Eat
P4231,Follicular,Fatty,Fries,10,Often,Watch Movie
P4232,Follicular,Sweet,Chocolate,9,Often,Go Out
P4233,Follicular,Sweet,Candy,3,Often,Go Out
P4234,Ovulation,Sweet,Ice Cream,3,Rare,Watch Movie
P4235,Ovulation,Sweet,Cookies,4,Sometimes,Rest
P4236,Luteal,None,None,9,Sometimes,Watch Movie
P4237,Luteal,Sweet,Ice Cream,6,Sometimes,Eat
P4238,Menstrual,Spicy,Pizza,9,Often,Eat
P4239,Luteal,Sweet,Ice Cream,8,Sometimes,Eat
P4240,Menstrual,Sweet,Ice Cream,7,Rare,Eat
P4241,Follicular,Spicy,Pizza,5,Sometimes,Go Out
P4242,Luteal,Sweet,Chocolate,9,Always,Eat
P4243,Menstrual,None,None,4,Often,Go Out
P4244,Follicular,None,None,4,Always,Rest
P4245,Menstrual,Sweet,Candy,8,Sometimes,Watch Movie
P4246,Ovulation,None,None,4,Always,Eat
P4247,Luteal,Salty,Chips,7,Often,Watch Movie
P4248,Menstrual,Sweet,Candy,4,Always,Rest
P4249,Ovulation,Sweet,Cake,1,Often,Go Out
P4250,Follicular,Salty,Popcorn,10,Often,Rest
P4251,Follicular,Sweet,Cookies,9,Often,Watch Movie
P4252,Ovulation,Sweet,Candy,4,Often,Eat
P4253,Ovulation,Sweet,Cookies,3,Always,Go Out
P4254,Menstrual,Spicy,Spicy Snacks,3,Often,Eat
P4255,Luteal,Fatty,Cheese,9,Rare,Go Out
P4256,Luteal,None,None,8,Often,Watch Movie
P4257,Luteal,Sweet,Cookies,10,Sometimes,Go Out
P4258,Ovulation,Salty,Nuts,7,Sometimes,Rest
P4259,Menstrual,Salty,Popcorn,7,Often,Rest
P4260,Follicular,Salty,Popcorn,4,Always,Go Out
P4261,Luteal,Salty,Nuts,3,Rare,Rest
P4262,Follicular,Sweet,Ice Cream,4,Often,Eat
P4263,Luteal,None,None,6,Always,Eat
P4264,Luteal,Fatty,Fries,4,Often,Go Out
